"X","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
5090960,2008,9,16,2,1938,1925,2102,2030,"US",117,"N823AW",84,65,44,32,13,"LAX","LAS",236,6,34,0,"N",0,0,0,19,0,13
4875612,2008,9,12,5,954,945,1101,1100,"WN",361,"N267WN",67,75,39,1,9,"LAS","LAX",236,11,17,0,"N",0,NA,NA,NA,NA,NA
2911020,2008,5,23,5,2207,2140,46,25,"AA",1952,"N077AA",159,165,131,21,27,"SJU","FLL",1046,7,21,0,"N",0,0,0,0,0,21
4032715,2008,7,2,3,1725,1605,1838,1730,"MQ",4346,"N827AE",73,85,51,68,80,"MIA","JAX",334,6,16,0,"N",0,0,41,0,0,27
2135849,2008,4,25,5,1431,1420,1630,1614,"F9",831,"N901FR",179,174,160,16,11,"DEN","SEA",1024,9,10,0,"N",0,11,0,5,0,0
5746480,2008,10,5,7,1402,1315,1501,1420,"MQ",3478,"N517MQ",59,65,48,41,47,"AMA","DFW",313,7,4,0,"N",0,0,0,0,0,41
5741130,2008,10,3,5,1421,1405,1549,1530,"MQ",3118,"N511MQ",208,205,186,19,16,"XNA","LAX",1371,11,11,0,"N",0,16,0,3,0,0
6746048,2008,12,21,7,1917,1740,2228,2007,"DL",69,"N695DL",371,327,316,141,97,"ATL","SFO",2139,24,31,0,"N",0,0,0,141,0,0
792322,2008,2,18,1,1959,1952,2111,2102,"OO",5536,"N284YV",72,70,44,9,7,"LAX","FAT",209,5,23,0,"N",0,NA,NA,NA,NA,NA
409468,2008,1,27,7,927,910,1121,1120,"MQ",4269,"N613AE",54,70,43,1,17,"ORD","CVG",264,5,6,0,"N",0,NA,NA,NA,NA,NA
3756884,2008,7,26,6,1016,959,1105,1120,"YV",7182,"N154SF",49,81,32,-15,17,"PHL","IAD",134,11,6,0,"N",0,NA,NA,NA,NA,NA
68235,2008,1,24,4,949,940,1209,1205,"WN",989,"N901WN",80,85,66,4,9,"BUR","PHX",369,5,9,0,"N",0,NA,NA,NA,NA,NA
6586508,2008,12,10,3,617,603,815,805,"YV",7123,"N77331",58,62,37,10,14,"ORD","MBS",222,4,17,0,"N",0,NA,NA,NA,NA,NA
2181570,2008,4,13,7,1710,1655,1755,1745,"MQ",3773,"N678AE",45,50,29,10,15,"DFW","ABI",158,5,11,0,"N",0,NA,NA,NA,NA,NA
122411,2008,1,29,2,1652,1625,1751,1704,"XE",2651,"N12157",119,99,98,47,27,"CLE","BNA",448,8,13,0,"N",0,0,0,20,0,27
3260690,2008,6,5,4,2041,1855,2300,2147,"US",1717,"N455UW",139,172,118,73,106,"PHL","PBI",951,4,17,0,"N",0,3,0,0,0,70
3298970,2008,6,2,1,1240,1230,1339,1335,"WN",294,"N706SW",59,65,51,4,10,"PHX","SAN",304,2,6,0,"N",0,NA,NA,NA,NA,NA
6394743,2008,11,8,6,1352,1325,1506,1450,"AA",2017,"N442AA",134,145,118,16,27,"DFW","TUS",813,4,12,0,"N",0,16,0,0,0,0
2911639,2008,5,3,6,1542,1530,2010,2015,"AA",1974,"N4YGAA",208,225,191,-5,12,"DFW","BOS",1562,7,10,0,"N",0,NA,NA,NA,NA,NA
4947314,2008,9,26,5,1650,1317,2010,1649,"XE",2866,"N18556",140,152,116,201,213,"MKE","EWR",725,14,10,0,"N",0,0,0,201,0,0
2673874,2008,5,23,5,2023,1950,109,40,"US",140,"N839AW",346,350,321,29,33,"PHX","ANC",2551,6,19,0,"N",0,0,0,0,0,29
667290,2008,2,21,4,1849,1800,2008,1920,"WN",1540,"N361SW",79,80,58,48,49,"OAK","LAS",407,5,16,0,"N",0,0,0,0,0,48
6252126,2008,11,24,1,1221,1215,1342,1340,"F9",260,"N924FR",141,145,123,2,6,"DEN","SNA",846,5,13,0,"N",0,NA,NA,NA,NA,NA
345573,2008,1,15,2,1857,1830,2113,2028,"EV",4906,"N879AS",136,118,80,45,27,"CLE","ATL",554,15,41,0,"N",0,0,0,18,0,27
5824706,2008,10,27,1,1203,1155,1504,1505,"AA",7,"N383AA",481,490,455,-1,8,"DFW","OGG",3711,5,21,0,"N",0,NA,NA,NA,NA,NA
4791944,2008,8,22,5,1748,1550,2034,1835,"B6",74,"N504JB",166,165,141,119,118,"MCO","JFK",944,9,16,0,"N",0,0,0,50,0,69
4088128,2008,7,26,6,1229,1200,1315,1258,"9E",5717,"85059E",106,118,93,17,29,"RDU","MEM",634,4,9,0,"N",0,0,0,0,0,17
1543278,2008,3,14,5,2048,2030,2202,2153,"FL",959,"N285AT",74,83,52,9,18,"BWI","BOS",370,7,15,0,"N",0,NA,NA,NA,NA,NA
625716,2008,2,8,5,1404,1350,1459,1450,"WN",3406,"N221WN",115,120,104,9,14,"PHX","SMF",647,3,8,0,"N",0,NA,NA,NA,NA,NA
3968161,2008,7,27,7,2146,2120,2317,2254,"F9",165,"N939FR",151,154,133,23,26,"DEN","SJC",948,6,12,0,"N",0,0,0,10,0,13
6869348,2008,12,16,2,938,900,1243,1220,"NW",1270,"N353NB",125,140,106,23,38,"BZN","MSP",874,6,13,0,"N",0,23,0,0,0,0
1099832,2008,2,18,1,1214,1155,1459,1410,"AA",2344,"N509AA",165,135,110,49,19,"DFW","ORD",802,9,46,0,"N",0,0,0,36,0,13
3039682,2008,6,16,1,1351,1325,1610,1520,"WN",1660,"N502SW",259,235,227,50,26,"BWI","DEN",1491,6,26,0,"N",0,26,0,24,0,0
5744352,2008,10,22,3,953,945,1057,1050,"MQ",3403,"N641MQ",64,65,43,7,8,"DFW","HOU",247,6,15,0,"N",0,NA,NA,NA,NA,NA
6744712,2008,12,19,5,1524,1451,1759,1715,"DL",1774,"N3736C",95,84,67,44,33,"MSY","ATL",425,11,17,0,"N",0,0,0,11,0,33
517920,2008,1,9,3,1554,1530,1824,1755,"AA",1825,"N623AA",330,325,305,29,24,"MIA","LAS",2175,9,16,0,"N",0,24,0,5,0,0
1079914,2008,2,25,1,738,730,1013,1005,"AA",1341,"N594AA",275,275,253,8,8,"ORD","SFO",1846,9,13,0,"N",0,NA,NA,NA,NA,NA
1752374,2008,3,17,1,1911,1905,2205,2201,"CO",616,"N14628",174,176,134,4,6,"IAH","MSP",1034,10,30,0,"N",0,NA,NA,NA,NA,NA
1498310,2008,3,29,6,2214,2130,2348,2305,"DL",1503,"N981DL",94,95,65,43,44,"ATL","ORF",516,5,24,0,"N",0,0,24,0,0,19
4390693,2008,8,7,4,1110,1009,1227,1125,"OH",5708,"N807CA",77,76,63,62,61,"SYR","JFK",209,5,9,0,"N",0,0,61,1,0,0
6427266,2008,11,30,7,2030,1735,56,2211,"CO",1140,"N70352",206,216,150,165,175,"DFW","EWR",1372,7,49,0,"N",0,0,0,165,0,0
4754461,2008,8,15,5,1444,1315,2022,1910,"AA",1828,"N3ANAA",218,235,199,72,89,"SEA","DFW",1660,5,14,0,"N",0,11,0,0,0,61
677801,2008,2,25,1,1134,1120,1238,1220,"WN",791,"N383SW",184,180,172,18,14,"AUS","LAS",1090,3,9,0,"N",0,1,0,4,0,13
720248,2008,2,20,3,830,815,1002,957,"XE",2959,"N14947",92,102,59,5,15,"EWR","RIC",278,5,28,0,"N",0,NA,NA,NA,NA,NA
6986247,2008,12,11,4,1517,1310,1955,1800,"CO",472,"N14121",218,230,192,115,127,"EWR","SJU",1608,5,21,0,"N",0,16,0,0,0,99
4729190,2008,8,3,7,2040,1835,2231,2045,"AA",815,"N4XEAA",171,190,150,106,125,"ORF","DFW",1213,11,10,0,"N",0,106,0,0,0,0
207904,2008,1,25,5,903,845,1044,948,"OO",5468,"N583SW",101,63,65,56,18,"SBP","LAX",155,12,24,0,"N",0,0,0,0,0,56
4318071,2008,8,28,4,2002,1955,2045,2050,"WN",1846,"N458WN",43,55,32,-5,7,"LAS","ONT",197,3,8,0,"N",0,NA,NA,NA,NA,NA
3436427,2008,6,25,3,2036,2015,2128,2111,"NW",796,"N777NC",52,56,35,17,21,"MSP","FSD",197,5,12,0,"N",0,17,0,0,0,0
4015241,2008,7,16,3,1654,1640,1817,1825,"MQ",3710,"N647AE",143,165,125,-8,14,"SAV","DFW",925,6,12,0,"N",0,NA,NA,NA,NA,NA
4994180,2008,9,1,1,1031,950,1311,1241,"OO",3828,"N438SW",100,111,81,30,41,"PDX","SLC",630,7,12,0,"N",0,0,0,0,0,30
1719867,2008,3,21,5,1741,1715,2014,1950,"AS",424,"N593AS",153,155,133,24,26,"SEA","SNA",978,6,14,0,"N",0,0,0,0,0,24
6444532,2008,11,6,4,1341,1245,1734,1621,"CO",1188,"N69602",173,156,103,73,56,"ORD","EWR",719,6,64,0,"N",0,0,0,73,0,0
5205993,2008,9,12,5,1029,940,1304,1215,"MQ",4018,"N689EC",95,95,74,49,49,"ORD","ROC",528,5,16,0,"N",0,0,0,6,0,43
5775199,2008,10,16,4,2148,2059,2242,2205,"MQ",4809,"N843MQ",54,66,33,37,49,"LGA","BOS",185,4,17,0,"N",0,0,0,0,0,37
1664483,2008,3,19,3,1443,1400,1757,1700,"AA",357,"N3CYAA",254,240,222,57,43,"BDL","DFW",1471,20,12,0,"N",0,0,9,14,0,34
4276037,2008,8,15,5,1925,1815,2028,1920,"WN",3231,"N204WN",123,125,108,68,70,"ORF","MDW",704,3,12,0,"N",0,2,0,0,0,66
5710476,2008,10,20,1,1655,1637,1738,1733,"F9",787,"N938FR",103,116,88,5,18,"DEN","LAS",629,6,9,0,"N",0,NA,NA,NA,NA,NA
745969,2008,2,27,3,1412,1310,1459,1407,"YV",7088,"N47202",47,57,33,52,62,"ORD","GRB",174,3,11,0,"N",0,52,0,0,0,0
3029385,2008,6,12,4,1606,1600,1715,1715,"WN",808,"N462WN",69,75,55,0,6,"SNA","PHX",338,6,8,0,"N",0,NA,NA,NA,NA,NA
5902288,2008,10,30,4,1801,1725,2025,2003,"CO",667,"N56859",264,278,227,22,36,"IAH","SEA",1874,5,32,0,"N",0,22,0,0,0,0
1621715,2008,3,21,5,4,2112,230,2253,"NW",897,"N787NC",146,101,72,217,172,"DTW","JFK",508,16,58,0,"N",0,0,0,82,0,135
1865723,2008,4,25,5,2157,2055,2304,2215,"WN",2526,"N766SW",67,80,56,49,62,"PDX","RNO",444,4,7,0,"N",0,2,0,0,0,47
2641656,2008,5,1,4,2144,1955,2345,2205,"UA",1517,"N479UA",121,130,103,100,109,"IAD","MCO",758,5,13,0,"N",0,6,0,0,0,94
2904398,2008,5,5,1,1028,940,1344,1315,"AA",1698,"N509AA",136,155,118,29,48,"DFW","MCO",984,5,13,0,"N",0,29,0,0,0,0
6505111,2008,12,15,1,2153,2115,2251,2230,"WN",2720,"N634SW",58,75,45,21,38,"PHL","MHT",290,3,10,0,"N",0,7,0,0,0,14
1324133,2008,3,24,1,735,727,858,841,"YV",2737,"N97325",83,74,46,17,8,"PHX","PSP",261,6,31,0,"N",0,17,0,0,0,0
2125981,2008,4,28,1,2037,2015,2215,2135,"EV",4818,"N748EV",158,140,107,40,22,"ATL","MCI",692,5,46,0,"N",0,14,8,18,0,0
202206,2008,1,21,1,1736,1710,1843,1830,"OO",6519,"N982SW",67,80,48,13,26,"SJC","LAX",308,6,13,0,"N",0,NA,NA,NA,NA,NA
2911009,2008,5,12,1,2151,2140,41,25,"AA",1952,"N050AA",170,165,149,16,11,"SJU","FLL",1046,7,14,0,"N",0,11,0,5,0,0
5289407,2008,9,24,3,916,820,1042,1005,"AA",1077,"N590AA",206,225,190,37,56,"DFW","SFO",1464,6,10,0,"N",0,0,0,0,0,37
6962420,2008,12,16,2,1124,1055,1246,1214,"B6",247,"N652JB",82,79,65,32,29,"OAK","LGB",353,6,11,0,"N",0,0,0,3,0,29
2895133,2008,5,15,4,1116,1100,1512,1510,"AA",1344,"N473AA",116,130,101,2,16,"TUS","DFW",813,6,9,0,"N",0,NA,NA,NA,NA,NA
673530,2008,2,23,6,811,805,950,940,"WN",3310,"N507SW",99,95,81,10,6,"MHT","BWI",377,9,9,0,"N",0,NA,NA,NA,NA,NA
6745587,2008,12,20,6,1341,1330,1541,1524,"DL",1477,"N140LL",300,294,278,17,11,"ATL","LAX",1946,5,17,0,"N",0,8,0,6,0,3
1480266,2008,3,2,7,1704,1615,2222,2140,"WN",1836,"N268WN",198,205,181,42,49,"DEN","MCO",1545,5,12,0,"N",0,0,0,0,0,42
5929540,2008,10,5,7,1907,1845,2054,2015,"DL",1239,"N911DA",107,90,66,39,22,"DEN","SLC",391,7,34,0,"N",0,8,0,17,0,14
5660696,2008,10,2,4,1331,1325,1446,1445,"WN",542,"N663SW",75,80,65,1,6,"MSY","DAL",437,3,7,0,"N",0,NA,NA,NA,NA,NA
3459820,2008,6,30,1,1329,1302,1443,1415,"9E",3783,"86239E",74,73,47,28,27,"DTW","CVG",229,11,16,0,"N",0,0,0,1,0,27
1405141,2008,3,2,7,1858,1840,18,7,"UA",270,"N433UA",200,207,178,11,18,"DEN","PHL",1557,9,13,0,"N",0,NA,NA,NA,NA,NA
5960985,2008,11,9,7,2242,2150,2357,2310,"WN",2311,"N690SW",75,80,62,47,52,"LAS","RNO",345,3,10,0,"N",0,0,0,0,0,47
1173772,2008,2,13,3,1013,957,1223,1202,"DL",1443,"N973DL",130,125,84,21,16,"ATL","BUF",712,7,39,0,"N",0,0,0,5,0,16
4227141,2008,7,15,2,804,735,1105,1015,"DL",1482,"N921DL",181,160,158,50,29,"MCO","LGA",950,8,15,0,"N",0,29,0,21,0,0
3855998,2008,7,10,4,1801,1654,2118,1916,"UA",760,"N463UA",197,142,174,122,67,"DFW","ORD",802,7,16,0,"N",0,0,0,122,0,0
3540690,2008,6,6,5,1330,1225,1513,1409,"B6",1105,"N206JB",103,104,63,64,65,"JFK","RDU",426,5,35,0,"N",0,64,0,0,0,0
2385469,2008,4,14,1,1208,1200,1354,1337,"DL",1199,"N973DL",106,97,81,17,8,"SRQ","ATL",445,14,11,0,"N",0,0,0,9,0,8
3933182,2008,7,31,4,2256,2040,41,2207,"DL",1049,"N6707A",285,267,231,154,136,"ATL","SAN",1891,5,49,0,"N",0,112,0,18,0,24
4275644,2008,8,15,5,2130,2055,2335,2330,"WN",1909,"N268WN",245,275,228,5,35,"MDW","OAK",1844,4,13,0,"N",0,NA,NA,NA,NA,NA
707479,2008,2,11,1,936,900,1046,1002,"XE",2548,"N17521",70,62,47,44,36,"DAL","IAH",217,12,11,0,"N",0,0,0,8,0,36
3316145,2008,6,29,7,1849,1759,2224,2029,"EV",4211,"N834AS",215,150,134,115,50,"SWF","ATL",784,15,66,0,"N",0,0,0,115,0,0
6713331,2008,12,17,3,3,2340,903,825,"US",31,"N905AW",360,345,341,38,23,"OGG","PHX",2845,8,11,0,"N",0,18,0,15,5,0
6704057,2008,12,9,2,1219,1003,1327,1123,"US",421,"N839AW",68,80,51,124,136,"PHX","ELP",347,7,10,0,"N",0,124,0,0,0,0
4116045,2008,7,5,6,1925,1850,2015,1950,"AA",1027,"N551AA",110,120,86,25,35,"DFW","DEN",641,8,16,0,"N",0,25,0,0,0,0
6388268,2008,11,7,5,1830,1745,2121,2015,"AA",1696,"N248AA",171,150,114,66,45,"MSY","ORD",837,23,34,0,"N",0,0,0,66,0,0
461428,2008,1,14,1,1337,1330,1440,1440,"9E",3761,"89429E",63,70,33,0,7,"CAK","DTW",133,9,21,0,"N",0,NA,NA,NA,NA,NA
639558,2008,2,13,3,1026,1005,1129,1125,"WN",179,"N649SW",123,140,109,4,21,"BWI","STL",737,4,10,0,"N",0,NA,NA,NA,NA,NA
6953820,2008,12,29,1,1848,1630,2133,1915,"AS",467,"N625AS",165,165,152,138,138,"LAX","SEA",954,6,7,0,"N",0,14,0,0,0,124
1208689,2008,3,13,4,2201,2125,2311,2240,"WN",3308,"N306SW",70,75,59,31,36,"BWI","MHT",377,3,8,0,"N",0,31,0,0,0,0
4416585,2008,8,8,5,841,829,912,910,"OO",5457,"N294SW",31,41,14,2,12,"LAX","OXR",49,4,13,0,"N",0,NA,NA,NA,NA,NA
687442,2008,2,27,3,1530,1325,1640,1445,"WN",1539,"N226WN",250,260,219,115,125,"SDF","LAS",1624,11,20,0,"N",0,4,0,0,0,111
1273101,2008,3,6,4,1541,1515,1719,1658,"XE",201,"N13161",98,103,78,21,26,"GEG","RNO",572,6,14,0,"N",0,8,0,0,0,13
6061353,2008,11,14,5,955,924,1128,1030,"YV",2631,"N935LR",93,66,48,58,31,"CLT","SAV",213,5,40,0,"N",0,58,0,0,0,0
21324,2008,1,9,3,1828,1755,1854,1830,"WN",490,"N321SW",86,95,69,24,33,"PIT","MDW",402,7,10,0,"N",0,1,0,0,0,23
1536419,2008,3,5,3,825,805,953,937,"FL",177,"N933AT",88,92,72,16,20,"ATL","RSW",515,5,11,0,"N",0,16,0,0,0,0
3008805,2008,6,6,5,1227,1130,1405,1315,"WN",1134,"N411WN",98,105,80,50,57,"RNO","PHX",601,9,9,0,"N",0,0,0,0,0,50
2960148,2008,5,23,5,1829,1650,2135,1954,"CO",1854,"N34282",186,184,140,101,99,"EWR","PBI",1024,7,39,0,"N",0,99,0,2,0,0
6917983,2008,12,27,6,1341,1325,1637,1620,"AA",1188,"N3CRAA",116,115,91,17,16,"DEN","DFW",641,14,11,0,"N",0,0,11,1,0,5
2313254,2008,4,1,2,1948,1718,2217,2010,"AS",337,"N648AS",149,172,131,127,150,"LGB","SEA",965,5,13,0,"N",0,127,0,0,0,0
2482327,2008,5,31,6,1738,1600,2031,1910,"WN",60,"N716SW",113,130,93,81,98,"MDW","PHL",668,12,8,0,"N",0,0,79,0,0,2
19935,2008,1,9,3,1426,1420,1527,1525,"WN",3917,"N302SW",61,65,41,2,6,"LAS","LAX",236,7,13,0,"N",0,NA,NA,NA,NA,NA
5624863,2008,10,6,1,1356,1345,1648,1651,"US",740,"N122US",112,126,87,-3,11,"ORD","PHL",678,4,21,0,"N",0,NA,NA,NA,NA,NA
1651453,2008,3,3,1,1003,925,1214,1125,"9E",5744,"85439E",131,120,98,49,38,"MEM","AUS",559,5,28,0,"N",0,38,0,11,0,0
1307509,2008,3,22,6,1346,1245,1548,1502,"XE",2134,"N29917",122,137,102,46,61,"JAX","EWR",821,10,10,0,"N",0,1,0,0,0,45
1780474,2008,3,9,7,1652,1645,1726,1725,"DL",1463,"N975DL",94,100,72,1,7,"ATL","LIT",453,4,18,0,"N",0,NA,NA,NA,NA,NA
3254429,2008,6,21,6,1433,1337,1818,1733,"UA",1678,"N491UA",165,176,151,45,56,"BZN","ORD",1186,5,9,0,"N",0,6,0,0,0,39
4037583,2008,7,10,4,1603,1545,1800,1745,"MQ",4536,"N827AE",117,120,101,15,18,"BOS","RDU",612,4,12,0,"N",0,15,0,0,0,0
6434874,2008,11,19,3,2112,2105,2241,2247,"CO",1095,"N57868",209,222,183,-6,7,"IAH","LAX",1379,13,13,0,"N",0,NA,NA,NA,NA,NA
1445750,2008,3,7,5,2225,2124,2320,2301,"US",99,"N647AW",235,277,217,19,61,"DTW","LAS",1750,5,13,0,"N",0,3,0,0,0,16
5514428,2008,10,17,5,1827,1722,1935,1814,"YV",7112,"N17156",68,52,27,81,65,"ORD","MLI",139,5,36,0,"N",0,0,0,16,0,65
3894668,2008,7,18,5,1542,1455,2207,2022,"US",7,"N626AW",265,207,171,105,47,"PHX","ORD",1440,34,60,0,"N",0,0,0,105,0,0
3780694,2008,7,14,1,1435,1355,1745,1552,"OH",5291,"N378CA",250,177,156,113,40,"JFK","MSP",1028,5,89,0,"N",0,40,0,73,0,0
119986,2008,1,24,4,1018,1000,1156,1153,"XE",3003,"N13958",98,113,83,3,18,"IAH","BNA",657,5,10,0,"N",0,NA,NA,NA,NA,NA
107515,2008,1,19,6,1212,1155,1302,1245,"XE",3157,"N13969",50,50,34,17,17,"EWR","ALB",143,4,12,0,"N",0,17,0,0,0,0
5099606,2008,9,23,2,1856,1850,2313,2307,"US",548,"N821AW",137,137,117,6,6,"PHX","DFW",868,6,14,0,"N",0,NA,NA,NA,NA,NA
3185563,2008,6,13,5,1721,1425,1954,1630,"OO",5883,"N701SK",153,125,135,204,176,"BHM","ORD",584,7,11,0,"N",0,0,0,204,0,0
1255214,2008,3,27,4,1649,1640,1749,1745,"WN",230,"N274WN",60,65,51,4,9,"BUF","BWI",281,4,5,0,"N",0,NA,NA,NA,NA,NA
2327552,2008,4,4,5,1331,1310,1709,1602,"B6",438,"N505JB",218,172,160,67,21,"MCO","BOS",1121,6,52,0,"N",0,0,0,67,0,0
1692731,2008,3,9,7,1212,1200,1322,1320,"AA",1518,"N3CUAA",130,140,117,2,12,"MIA","BNA",806,5,8,0,"N",0,NA,NA,NA,NA,NA
5894478,2008,10,17,5,2359,2350,242,240,"B6",767,"N565JB",163,170,147,2,9,"MCO","PSE",1180,3,13,0,"N",0,NA,NA,NA,NA,NA
4502346,2008,8,7,4,1343,1330,1620,1500,"US",2034,"N763US",157,90,63,80,13,"DCA","BOS",399,6,88,0,"N",0,0,13,67,0,0
1970020,2008,4,22,2,835,815,917,859,"OO",5762,"N251YV",42,44,27,18,20,"PDX","RDM",116,4,11,0,"N",0,18,0,0,0,0
2223519,2008,4,16,3,1213,900,2037,1723,"NW",846,"N514US",324,323,290,194,193,"ANC","MSP",2518,6,28,0,"N",0,193,0,1,0,0
1106838,2008,2,3,7,1748,1700,2015,1923,"AS",696,"N562AS",147,143,109,52,48,"SEA","LAS",866,9,29,0,"N",0,0,0,52,0,0
1121612,2008,2,8,5,2127,2035,2232,2205,"B6",1012,"N637JB",65,90,34,27,52,"JFK","BOS",187,4,27,0,"N",0,0,0,27,0,0
5188227,2008,9,6,6,1126,1100,1212,1202,"MQ",3201,"N273AE",46,62,35,10,26,"DFW","LAW",140,3,8,0,"N",0,NA,NA,NA,NA,NA
4830612,2008,8,6,3,1922,1910,2156,2150,"DL",167,"N3764D",274,280,252,6,12,"JFK","DEN",1626,8,14,0,"N",0,NA,NA,NA,NA,NA
3483,2008,1,4,5,641,635,919,935,"WN",3928,"N237WN",158,180,145,-16,6,"ISP","TPA",1034,5,8,0,"N",0,NA,NA,NA,NA,NA
3126275,2008,6,2,1,2003,1955,2252,2242,"YV",7252,"N570ML",109,107,84,10,8,"ORD","AVP",631,3,22,0,"N",0,NA,NA,NA,NA,NA
1092888,2008,2,24,7,1242,950,1346,1050,"AA",1887,"N401AA",184,180,158,176,172,"DFW","LAS",1055,6,20,0,"N",0,124,0,4,0,48
1442236,2008,3,4,2,1836,1825,2026,1943,"US",1057,"N950UW",110,78,53,43,11,"PHL","RIC",198,8,49,0,"N",0,0,0,32,0,11
4019284,2008,7,30,3,1008,940,1408,1350,"MQ",3865,"N501BG",180,190,152,18,28,"DFW","SYR",1337,4,24,0,"N",0,0,0,0,0,18
6631811,2008,12,7,7,1748,1701,1847,1748,"OO",5449,"N226SW",59,47,35,59,47,"SMF","SFO",86,3,21,0,"N",0,0,0,12,0,47
557361,2008,1,21,1,1120,1050,1406,1349,"B6",57,"N595JB",166,179,144,17,30,"JFK","PBI",1028,3,19,0,"N",0,17,0,0,0,0
1245333,2008,3,24,1,1200,1145,1156,1150,"WN",375,"N331SW",56,65,44,6,15,"DTW","MDW",229,4,8,0,"N",0,NA,NA,NA,NA,NA
3387260,2008,6,18,3,1900,1830,2048,2025,"MQ",3514,"N523AE",168,175,151,23,30,"PIT","DFW",1068,7,10,0,"N",0,0,0,1,0,22
5623525,2008,10,5,7,1719,1700,1822,1817,"US",2183,"N724UW",63,77,45,5,19,"LGA","DCA",214,3,15,0,"N",0,NA,NA,NA,NA,NA
4377689,2008,8,20,3,1105,1000,1210,1111,"YV",2741,"N17275",65,71,45,59,65,"PHX","PSP",261,4,16,0,"N",0,59,0,0,0,0
6867559,2008,12,19,5,1548,1535,1819,1713,"NW",1140,"N600TR",151,98,67,66,13,"DTW","BWI",408,6,78,0,"N",0,0,0,66,0,0
4333845,2008,8,21,4,1201,1055,1432,1321,"XE",7818,"N10575",151,146,129,71,66,"LAX","GEG",945,4,18,0,"N",0,66,0,5,0,0
1211952,2008,3,14,5,1842,1825,1851,1835,"WN",1662,"N206WN",69,70,59,16,17,"BOI","PDX",344,3,7,0,"N",0,0,0,0,0,16
4334822,2008,8,13,3,941,935,1240,1243,"XE",2283,"N14950",119,128,103,-3,6,"ABQ","IAH",744,6,10,0,"N",0,NA,NA,NA,NA,NA
5917794,2008,10,9,4,1639,1610,1913,1910,"CO",1137,"N16646",214,240,185,3,29,"EWR","DFW",1372,7,22,0,"N",0,NA,NA,NA,NA,NA
4560418,2008,8,24,7,1700,1630,1704,1630,"EV",4280,"N883AS",64,60,35,34,30,"ATL","DHN",171,2,27,0,"N",0,0,0,34,0,0
566120,2008,1,18,5,1932,1855,2304,2221,"CO",784,"N17229",392,386,328,43,37,"EWR","PDX",2433,7,57,0,"N",0,7,0,6,0,30
204746,2008,1,23,3,1227,1037,1302,1116,"OO",5559,"N235SW",35,39,27,106,110,"MRY","SFO",77,3,5,0,"N",0,0,0,106,0,0
3509381,2008,6,20,5,1829,1755,2012,1945,"AA",1679,"N290AA",163,170,143,27,34,"TPA","ORD",1012,7,13,0,"N",0,0,0,10,0,17
693176,2008,2,29,5,848,830,1117,1115,"WN",46,"N385SW",89,105,79,2,18,"MDW","BWI",611,4,6,0,"N",0,NA,NA,NA,NA,NA
3028446,2008,6,12,4,1324,1255,1419,1355,"WN",3572,"N343SW",55,60,44,24,29,"PDX","GEG",279,3,8,0,"N",0,0,0,0,0,24
391357,2008,1,7,1,1023,940,1126,1050,"MQ",3557,"N657AE",63,70,52,36,43,"DFW","MAF",309,2,9,0,"N",0,36,0,0,0,0
4463089,2008,8,5,2,706,628,834,803,"UA",287,"N307UA",148,155,136,31,38,"PVD","ORD",849,3,9,0,"N",0,31,0,0,0,0
1435480,2008,3,1,6,1743,1715,1953,1929,"UA",1565,"N469UA",130,134,104,24,28,"IAD","MCO",758,6,20,0,"N",0,24,0,0,0,0
4566117,2008,8,29,5,1548,745,1810,1017,"EV",4468,"N719EV",82,92,63,473,483,"BTR","ATL",449,5,14,0,"N",0,473,0,0,0,0
1427837,2008,3,13,4,1705,1658,2013,2015,"UA",1158,"N801UA",128,137,109,-2,7,"SMF","DEN",910,11,8,0,"N",0,NA,NA,NA,NA,NA
2535388,2008,5,24,6,820,705,955,832,"YV",2902,"N77260",95,87,73,83,75,"PHX","BFL",425,5,17,0,"N",0,83,0,0,0,0
2106484,2008,4,20,7,933,922,947,935,"EV",4157,"N730EV",74,73,40,12,11,"ATL","BNA",214,4,30,0,"N",0,NA,NA,NA,NA,NA
2983986,2008,5,8,4,1916,1905,2037,2020,"DL",1582,"N933DL",81,75,49,17,11,"ATL","GSO",306,6,26,0,"N",0,11,0,6,0,0
6499127,2008,12,13,6,1504,1455,1525,1520,"WN",3827,"N664WN",81,85,63,5,9,"PHX","LAX",370,8,10,0,"N",0,NA,NA,NA,NA,NA
3987021,2008,7,23,3,1838,1659,2148,1959,"FL",371,"N316AT",190,180,118,109,99,"LGA","ATL",761,27,45,0,"N",0,0,0,10,0,99
1895137,2008,4,27,7,1817,1805,2105,2057,"XE",2837,"N16918",108,112,88,8,12,"MCI","CLE",694,11,9,0,"N",0,NA,NA,NA,NA,NA
6614761,2008,12,27,6,1745,1600,2010,1821,"OH",6693,"N917CA",145,141,105,109,105,"BOS","RDU",612,9,31,0,"N",0,0,0,4,0,105
3837075,2008,7,14,1,2255,2230,653,650,"UA",196,"N814UA",298,320,282,3,25,"LAX","PHL",2401,3,13,0,"N",0,NA,NA,NA,NA,NA
